ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilisationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,DebtToIncomeRatio,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-04-18,50,60107,493,Employed,Associate,29,216673,360,Single,2,Mortgage,523,0.19664043886190305,6,0,0,Home,0,92,26,2892,6428,193092,11730,5008.916666666667,0.9119961268977881,5,181362,0.3315715372996962,0.25,4516.719068038735,0.10439295397461701,1.0059486820550045,0,4.249783360133722
2018-04-18,43,67060,525,Employed,High School,21,18627,36,Married,1,Other,455,0.13327657649038216,4,0,0,Education,1,91,26,953,3554,21636,6489,5588.333333333333,0.9801743507540598,5,15147,0.2069581052760256,0.22411078139983792,715.3409552834032,0.0814050572519084,0.20938829114087606,1,3.9097904715127454
2018-04-20,33,37088,607,Employed,Bachelor,11,51112,60,Divorced,0,Own,143,0.1192335878626788,5,1,0,Education,0,97,3,2458,196,343240,29041,3090.6666666666665,0.8404739004465795,4,314199,0.17421044853674197,0.19956285462055937,1352.912464761415,0.0462533692722372,0.4838530883325332,1,1.300058404406374
2018-04-20,46,82599,586,Employed,High School,21,215469,300,Single,3,Mortgage,1447,0.1906668851345772,4,1,0,Home,0,90,18,1897,3525,154811,12745,6883.25,0.8342379802219704,4,142066,0.2650701442419246,0.25,4498.196960254858,0.21018992628100375,0.8635939950255813,0,2.336385447193888
2018-04-20,41,42567,571,Employed,Associate,18,17885,36,Married,1,Rent,219,0.16728625513225293,4,2,0,Debt Consolidation,1,96,21,6559,460,114243,21715,3547.25,0.7802728366991073,5,92528,0.18394794339072656,0.19897235289976636,663.7345756522482,0.061720566476432044,0.24878026510314893,1,4.250233829384737
2018-04-21,51,50304,543,Employed,Associate,28,16278,36,Married,0,Mortgage,564,0.17667798916823535,5,1,0,Debt Consolidation,0,99,11,1484,2411,39708,28098,4192.0,0.9226879256038135,6,11610,0.19792440780315212,0.21491075280052263,617.3866805091623,0.13450989744812783,0.2817521298614744,1,1.6189742173809214
2018-04-21,31,20337,505,Employed,High School,7,7187,24,Married,0,Other,245,0.1405879493595992,6,2,0,Debt Consolidation,0,92,17,185,237,166730,29953,1694.75,0.8976615710653677,5,136777,0.21272004206197587,0.25,383.58111636186976,0.14447884416924664,0.37068029860643953,1,1.9442661286305616
2018-04-22,36,28494,614,Employed,Doctorate,16,15700,48,Married,3,Mortgage,107,0.13805477993526233,2,1,0,Auto,0,92,17,6036,380,65063,13473,2374.5,0.8228706350071515,7,51590,0.16641536992089387,0.12723896445624316,419.04338743722786,0.04504314881077668,0.2214453325351412,1,2.6425155109145377
2018-04-24,35,65089,608,Employed,High School,10,23014,12,Married,2,Mortgage,278,0.2501335689644603,4,1,0,Other,0,97,27,4080,936,78842,15164,5424.083333333333,0.5494856252177042,3,63678,0.15751097536406283,0.18808663869122721,2118.7904993557972,0.05124345248152871,0.4417979138917923,1,1.1744570048826986
2018-04-24,22,27647,537,Employed,High School,0,225617,240,Single,1,Rent,167,0.1067485826714348,3,1,0,Home,0,89,22,1485,275,314770,23527,2303.9166666666665,0.5982387975754754,2,291243,0.26958164964566433,0.25,4733.932553603962,0.07245381250225967,2.126294900149953,0,5.140622993858179
2018-04-26,43,25856,543,Employed,High School,19,11233,60,Married,1,Rent,118,0.47439967616897166,2,0,0,Education,0,96,12,4031,2011,81560,23525,2154.6666666666665,0.8867699913032906,5,58035,0.20583167504327307,0.15095122816857381,267.7934887032494,0.05473944642028762,0.17896713562853692,1,0.7011884499601815
2018-04-26,43,32407,620,Employed,Bachelor,23,24205,60,Single,1,Rent,542,0.15428558194954936,3,1,0,Auto,1,95,4,4043,1528,71314,49706,2700.5833333333335,0.9472460912658832,3,21608,0.16752358895382463,0.1714212113280363,603.4078377250111,0.20062309139702025,0.42397649689071637,1,3.4732402480510847
2018-04-29,40,71315,593,Employed,Associate,21,13463,36,Single,2,Own,455,0.33462772982631034,1,0,0,Debt Consolidation,0,100,8,1737,1528,61570,24220,5942.916666666667,0.6059686665677344,5,37350,0.17287694368396767,0.16414348719090718,476.0778013271313,0.07654885246820979,0.15664381813234224,1,1.7449831852668276
2018-04-30,37,32744,558,Self-Employed,Bachelor,13,169260,360,Married,3,Rent,360,0.6267739065479534,2,3,0,Home,0,100,1,1089,1751,30272,7603,2728.6666666666665,0.9436122667500539,2,22669,0.29900979929531923,0.25,3528.357799339264,0.13188423494932228,1.4244808154863589,0,4.472838060997211
2018-04-30,23,35137,582,Employed,High School,0,157511,240,Married,2,Own,320,0.18096815856520743,4,1,0,Home,0,97,26,602,132,95313,13415,2928.0833333333335,0.8885754625025607,6,81898,0.24699181423120542,0.25,3304.9213953324165,0.10924919627869925,1.2375617156672736,0,4.406607989455318
2018-05-02,34,37304,602,Employed,High School,13,13226,24,Married,0,Rent,300,0.39308129856744944,5,2,0,Debt Consolidation,0,94,21,450,209,49560,10725,3108.6666666666665,0.948689418659991,3,38835,0.16437250386850652,0.14255192969970149,636.6140410289291,0.09647336263265088,0.3011943534233881,1,1.831282423249629
2018-05-02,35,16330,612,Employed,Associate,14,14199,36,Married,0,Rent,164,0.3684979943826394,5,1,0,Auto,1,97,11,1594,528,232528,15150,1360.8333333333333,0.7526699732797947,4,217378,0.16339024931089735,0.17394363684575453,509.0242796634767,0.12042589646310121,0.49420458670675077,1,3.1900578680920724
2018-05-03,30,17070,591,Employed,Master,5,24616,36,Married,0,Mortgage,299,0.3481637366407932,1,1,0,Auto,0,99,29,1323,686,208808,37971,1422.5,0.5927283848802313,3,170837,0.1740277981350403,0.18010890892040807,890.0618615050192,0.2100456621004566,0.8353086487565995,1,3.562548227716775
2018-05-03,38,9399,538,Unemployed,Master,18,17100,84,Married,2,Mortgage,106,0.2575175473392186,3,0,0,Education,0,99,29,1913,435,42292,43223,783.25,0.7217826211086869,7,1339,0.21643672305507827,0.21007992037921153,390.17242507341376,0.13516098182977368,0.6326712465073813,1,3.6901757876744328
2018-05-03,44,32155,577,Employed,High School,18,11185,36,Married,0,Rent,538,0.15702990945768402,6,0,0,Debt Consolidation,1,89,6,6045,93,53165,26858,2679.5833333333335,0.8599296965723562,3,26307,0.1808306045688454,0.15983484509087717,393.14022108104245,0.2007025833929182,0.34736477299631635,1,4.461070266060444
2018-05-05,62,110797,577,Employed,Bachelor,41,152640,240,Divorced,1,Rent,411,0.2638674759182242,1,1,0,Home,1,92,5,12545,735,18941,5699,9233.083333333334,0.9282605087411644,3,13242,0.24948396100950584,0.25,3202.7172818631084,0.044509020025449195,0.39134553495074675,1,2.6616536845188605
2018-05-05,42,86421,561,Employed,Master,18,185261,360,Widowed,2,Mortgage,902,0.0717689010098628,5,0,0,Home,0,99,27,10695,2516,13211,11249,7201.75,0.8630112337228245,4,1962,0.29753238157959705,0.25,3861.9112268899407,0.12522994689528305,0.6614017183561752,0,1.8654460557926194
2018-05-06,43,76046,553,Employed,Associate,21,6186,48,Married,1,Own,266,0.2751728862788457,7,1,0,Other,1,93,26,496,16526,94518,14770,6337.166666666667,0.796077962119688,6,79748,0.19668255139888274,0.1839747562983667,183.00108992440695,0.04196797181098635,0.07084084618439722,1,2.973271488361489
2018-05-07,39,154088,512,Employed,Master,15,31363,84,Single,2,Other,861,0.5401650002861467,3,3,1,Education,0,97,15,5916,10000,35708,38826,12840.666666666666,0.9070119179343525,10,3897,0.22958835400433772,0.21274261176480502,720.7150447666694,0.06704737183646983,0.12317054209733962,1,2.616078010570078
2018-05-07,18,31661,490,Employed,High School,0,26474,48,Married,2,Rent,234,0.3373784049478787,4,0,1,Auto,0,99,22,4335,2943,115730,5187,2638.4166666666665,0.7322815871648598,4,110543,0.2285459890426174,0.23251549187790393,852.1834700265163,0.08865595301992234,0.4115240627764404,0,4.302258672250891
2018-05-07,39,72593,643,Employed,Master,17,8910,12,Single,1,Own,401,0.21426385933706543,4,4,0,Debt Consolidation,0,98,19,1178,1957,24950,7427,6049.416666666667,0.8512002425219771,5,17523,0.1397737604369032,0.12562978793970575,793.991218063866,0.0662764272433028,0.19750560728278205,1,0.9463772361190398
2018-05-10,40,45847,574,Employed,Bachelor,17,33631,36,Married,3,Rent,295,0.10413301765278797,1,2,0,Education,0,98,25,2622,1227,46195,37162,3820.5833333333335,0.9029657796002479,11,9033,0.1826058083184192,0.17694513239712945,1210.6935702745288,0.07719313548049456,0.3939973144485127,1,2.2321407469588013
2018-05-10,69,40000,554,Unemployed,Master,49,96870,240,Single,2,Own,141,0.20906555714361733,3,1,0,Home,1,95,15,3509,273,54136,32763,3333.3333333333335,0.9553056344295365,8,21373,0.2608702838688702,0.25,2032.5420800188633,0.04228731380585824,0.651867063886493,0,3.6019665005377175
2018-05-10,37,130723,575,Employed,Bachelor,13,173984,300,Married,1,Own,563,0.12299585702586555,1,0,0,Home,0,92,7,10623,6501,52234,94035,10893.583333333334,0.743433965424906,4,7271,0.270516681091896,0.25,3632.1433706611215,0.05167705664129728,0.3850668944653953,1,1.8611010624435487
2018-05-12,43,56415,630,Employed,Associate,22,18381,60,Single,3,Rent,511,0.39497025795255053,3,0,0,Auto,0,100,26,4257,1006,9345,148585,4701.25,0.7955316001417926,6,2727,0.16245478180097953,0.13497725972504104,422.92244599251177,0.1086713807219948,0.19861182327449875,1,1.5315899029312268
2018-05-12,39,73912,538,Employed,Master,17,21538,60,Widowed,2,Mortgage,529,0.39972041475589754,4,0,0,Debt Consolidation,0,91,17,7021,2837,134422,8750,6159.333333333333,0.7360888072056946,2,125672,0.20849440513109432,0.22482036374555978,600.7740529580401,0.08587197662464152,0.18339495475754128,1,2.4335407402555544
2018-05-13,25,154466,530,Employed,High School,4,284740,180,Single,3,Own,394,0.16750040658984747,3,1,0,Home,0,97,21,4929,1560,53227,6572,6569.166666666667,0.7434523981529477,3,46655,0.25313983381853433,0.25,6080.705045512238,0.05996803734050379,0.9854704414670715,0,3.4914711282739126
2018-05-14,53,44764,605,Employed,Associate,35,138336,240,Married,2,Mortgage,613,0.13819542979514288,4,0,0,Home,0,95,26,540,1136,17185,9379,3730.3333333333335,0.9487189872894585,4,7806,0.23545936200405437,0.23925904899208278,2782.540153858846,0.1642844380918349,0.9100071879200052,0,2.0461417410417253
2018-05-14,49,39836,636,Employed,Bachelor,27,7237,24,Divorced,1,Mortgage,152,0.09130621282124192,2,2,0,Debt Consolidation,0,100,29,3451,700,198929,247008,3319.6666666666665,0.8640519002359408,6,1773,0.14722177505103093,0.13322373353408676,345.1570219073012,0.045773940975707694,0.14971602747660145,1,1.7814692528415659
2018-05-15,49,87602,613,Employed,Bachelor,22,157108,300,Single,1,Mortgage,516,0.17473412982477884,1,0,0,Home,0,97,1,6078,2105,207353,12380,7300.166666666667,0.6547376895583735,2,194973,0.25149117377773855,0.25,3279.8348162924603,0.07067363663341475,0.5198942839672829,0,1.4793615605276782
2018-05-15,29,41952,513,Employed,Master,5,21539,180,Divorced,2,Rent,230,0.10908191591897569,5,0,0,Education,0,94,14,513,2189,70783,78617,3496.0,0.9623403583111987,6,5612,0.2609944167376776,0.25,459.97157398078275,0.0657706605661996,0.19730385301137626,1,2.718871356786416
2018-05-17,56,64016,539,Employed,High School,34,141229,360,Married,0,Own,614,0.327585985075657,1,1,0,Home,0,95,19,13277,346,54034,79475,5334.666666666667,0.765691975808157,3,4749,0.30846453626151576,0.25,2944.0295618745413,0.11507465483850815,0.6668388008760932,0,3.3485093288877414
2018-05-17,23,25523,515,Employed,Bachelor,1,22131,60,Widowed,3,Own,184,0.22617788041650894,7,1,0,Education,0,99,22,2271,110,44930,3137,2126.9166666666665,0.9738508286577333,6,41793,0.2200011949510045,0.19984258554154938,586.1423167206726,0.08646955159584883,0.3619231564773085,1,2.4133797476973515
2018-05-19,47,22163,590,Employed,Bachelor,24,14737,60,Widowed,1,Mortgage,152,0.3350216914442484,2,0,0,Auto,0,100,16,290,651,21325,29525,1846.9166666666667,0.8544505321664811,3,6230,0.18239954611783174,0.18468333620371497,377.987644697124,0.08225479143179255,0.2868027840525586,1,1.8166536658670112
2018-05-19,66,67013,621,Employed,High School,42,113940,360,Single,2,Mortgage,188,0.21974541129229008,3,1,0,Home,0,98,2,1544,5433,54674,25665,5584.416666666667,0.9595908591167301,4,29009,0.26741085901238626,0.25,2375.1688978891393,0.03365908243192838,0.458903793728753,0,1.490057959458685
2018-05-19,28,70162,584,Self-Employed,Associate,8,14272,60,Divorced,1,Rent,763,0.07136668510222294,2,1,0,Education,0,97,21,2083,7320,9403,57630,5846.833333333333,0.7675817373931393,3,8233,0.18539153122990742,0.1951334281921672,374.2664868988617,0.1304756747513324,0.19447655602910396,1,1.7660062232409106
2018-05-20,33,39679,595,Self-Employed,High School,8,18130,12,Single,1,Own,251,0.16025348790322966,4,0,0,Debt Consolidation,0,94,7,1177,223,173836,82858,3306.5833333333335,0.4785005889609701,4,90978,0.16395134461485647,0.15834671802303193,1643.5323568186686,0.0758862210576705,0.5727844670535895,1,2.5449506430765187
2018-05-21,41,103446,566,Employed,Associate,17,17479,12,Single,2,Rent,774,0.5392985352337872,5,1,1,Debt Consolidation,0,94,12,7237,1327,28780,56480,8620.5,0.9181819861186578,4,2789,0.17844220316230236,0.1931475539330758,1613.431673704496,0.08977556109725686,0.27691604404158165,1,3.4034326811585296
2018-05-21,33,29545,525,Employed,Doctorate,9,29912,84,Single,2,Mortgage,143,0.3987993892235621,5,1,0,Education,0,98,29,580,129,12805,27810,2462.0833333333335,0.9201127699469828,9,2602,0.22307651211187424,0.23237293226523972,723.7417556261516,0.058057312988462964,0.3518929887171844,1,2.3206740793601437
2018-05-22,21,22161,579,Employed,Bachelor,0,27231,120,Single,0,Rent,102,0.464327591380118,3,1,0,Education,0,100,9,3573,245,17771,45717,1846.75,0.8746116697375058,3,1414,0.20805303700784328,0.19287345906106015,513.4523532531573,0.05520227303477202,0.3330820474918995,1,1.8492961199535942
2018-05-23,40,50918,542,Employed,Bachelor,17,25656,60,Married,0,Other,761,0.09936988846854902,2,2,0,Education,0,92,17,7562,3004,55328,1814,4243.166666666667,0.8973570514170265,5,53514,0.20653814292946265,0.17728282173412882,647.7074047493638,0.17930492833300607,0.33191613699179984,1,2.9160169479428273
2018-05-24,27,7129,580,Unemployed,Doctorate,3,20044,60,Married,3,Other,66,0.10131251487850702,5,0,0,Education,1,91,7,1661,324,88022,5599,594.0833333333334,0.6726162846993231,6,82423,0.18747643375626916,0.21443432729886505,547.2693185457614,0.11090883629743732,1.030560400861103,1,5.246418226610367
2018-05-24,45,74363,621,Employed,Associate,21,32376,36,Married,3,Mortgage,310,0.2290664255605061,1,3,1,Debt Consolidation,1,96,14,4056,982,40499,11320,6196.916666666667,0.5596205253361182,2,29179,0.1590963008932889,0.16835836003958715,1151.649262826133,0.05001680672268907,0.23582912475850212,1,4.741398605028012
2018-05-24,28,35029,642,Employed,Master,6,9734,36,Married,0,Rent,518,0.2501146192883411,4,1,0,Debt Consolidation,0,97,24,4668,1160,32098,29208,2919.0833333333335,0.9395670129720134,3,2890,0.1482958707294516,0.18045574571130021,352.1300011733583,0.17739219771125253,0.29798122239891267,1,1.3689414296916926
2018-05-25,58,125689,654,Employed,Associate,37,35659,84,Widowed,1,Rent,1223,0.17042119957039537,1,0,0,Education,0,97,19,4978,1089,23108,6181,10474.083333333334,0.7096448754306404,6,16927,0.1586204462228543,0.1884816814781108,767.306508324631,0.11675324778641379,0.19000388302317064,1,1.2315933270240547
2018-05-28,30,150553,509,Employed,Master,7,199630,300,Single,0,Rent,857,0.3940546770753766,2,1,0,Home,0,98,2,3807,14217,146267,31556,12546.083333333334,0.8798856561094125,5,114711,0.3035510564853553,0.25,4167.537136087684,0.06830272639723707,0.4004545919241006,1,2.978823307578267
2018-05-28,36,41759,549,Employed,High School,10,109496,180,Single,4,Other,550,0.2046037994282883,3,1,0,Home,0,95,8,7164,807,106949,65429,3479.9166666666665,0.7367025658020563,5,41520,0.24340091310765077,0.25,2338.318745744918,0.15800435708984703,0.8297580845308711,0,3.357487475358556
2018-05-29,49,131453,670,Employed,Master,29,483122,240,Married,0,Rent,1160,0.5388529867861582,6,1,0,Home,0,100,23,9424,1688,77065,2713,10954.416666666666,0.7968289152257307,6,74352,0.20327200663964998,0.20197805679446487,8282.470256812998,0.10588369528011259,0.8618996925550981,0,2.059634863882472
2018-05-29,25,15128,518,Employed,High School,5,12009,12,Divorced,0,Mortgage,181,0.04259961135877459,2,0,0,Other,0,100,28,451,591,18330,168514,1260.6666666666667,0.9026019566936094,3,1133,0.20234837372876852,0.17736160756147792,1099.4776911105184,0.14346103038309113,1.014909662703185,1,4.42626847472333
2018-06-01,42,94498,631,Employed,Associate,19,11740,48,Married,0,Other,747,0.1306698911425435,1,0,0,Debt Consolidation,1,98,1,3247,4641,36869,7968,7874.833333333333,0.8985101914234814,6,28901,0.15784271056715757,0.18385845205656112,347.2340328447022,0.09484710612633585,0.13893565119179374,1,2.6936397655220996
2018-06-02,55,112055,520,Employed,Bachelor,32,24021,60,Married,2,Mortgage,998,0.3129244220986082,6,1,0,Education,0,95,2,2800,10613,36599,41873,9337.916666666666,0.7579697942619955,5,8197,0.2175216813390286,0.2289370515762131,675.6971368947732,0.1068646434722086,0.1792174827802768,1,1.0838039138358937
2018-06-03,20,67196,594,Employed,Associate,0,215749,240,Single,3,Mortgage,611,0.08886700860862227,3,0,0,Home,0,88,20,26495,1045,332777,8502,5599.666666666667,0.7269938998122861,5,324275,0.2410704689022364,0.25,4526.8805741921105,0.1090941554576836,0.9173694633124825,0,2.6758640802467073
2018-06-03,42,55957,557,Employed,Bachelor,19,237288,300,Single,1,Own,1184,0.2388150946463099,1,0,0,Home,1,94,15,2932,3182,66014,26005,4663.083333333333,0.8700861700876029,7,40009,0.27959425852163106,0.24661627120689372,4887.520378403075,0.25385481248548303,1.3017606986159642,0,4.902059242429361
2018-06-03,43,15000,595,Employed,Associate,21,6771,60,Married,0,Own,146,0.16812220815817186,3,1,0,Debt Consolidation,0,97,15,1047,364,34038,3111,1250.0,0.9784309762239332,4,30927,0.17970513793581325,0.17920202499195623,171.6451053904402,0.11670663469224621,0.25391295394919283,0,2.086611981471255
2018-06-03,49,38005,631,Employed,Bachelor,24,11401,36,Married,2,Rent,247,0.0913547167111854,5,0,0,Debt Consolidation,0,98,19,4080,395,346822,67568,3167.0833333333335,0.8397413437381457,4,279254,0.15383538601439792,0.12877070473335356,383.4700352947801,0.07796512086698056,0.19900677127436042,1,0.9202241377625198
2018-06-04,25,23413,538,Self-Employed,High School,6,140858,180,Married,0,Other,89,0.5514944371435399,1,1,0,Home,0,95,2,362,206,130342,5592,1951.0833333333333,0.7021630051713178,4,124750,0.24896387866725667,0.2459839391744096,2964.2562746707154,0.045592315901814305,1.5641014000447635,0,5.602652685900235
2018-06-04,24,22726,559,Self-Employed,High School,3,11610,24,Married,0,Other,157,0.13539466354538848,1,1,0,Debt Consolidation,0,96,5,3550,145,134551,32714,1893.8333333333333,0.6827119549958192,6,101837,0.18583992705090674,0.18012503759097503,579.688968552143,0.08285689154718973,0.3887882673333502,1,2.3354546464050823
2018-06-06,46,60818,590,Self-Employed,High School,24,24038,60,Married,3,Own,1090,0.21368336235582155,3,1,0,Auto,0,100,22,1728,556,221494,58833,5068.166666666667,0.76584574087621,8,162661,0.18252185819761155,0.16545323874534934,591.5452334067273,0.21502548084826564,0.33172024989118404,1,2.2641046313101376
2018-06-06,43,34691,560,Employed,Associate,24,18401,48,Married,3,Rent,400,0.15625108905856624,2,2,0,Auto,0,93,22,11287,2032,159250,12649,2890.9166666666665,0.9028042680673243,8,146601,0.19345505365833557,0.18348512634010425,543.886194623462,0.13831657205428927,0.3263877571242124,1,3.0838586036306515
